optim,name_db,type_prob,score_type,run_total,time_limit,elapsed_time,num_rows,num_cols,num_classes,train_val_size,test_size,NFS,FINAL_SCORE_VAL,FINAL_SCORE_TST,name_file,model,selec_feats_thr,best_model_parameters,best_model_probsfeats
HYB,ailerons,regression,MSE/RMSE,2,120.0,120.79322637319565,13750,40,35,6875,6875,11,0.15181,0.389763,ailerons.csv,"KernelRidge(alpha=0.03977978644831735, gamma=0.009948559841727314, kernel='rbf')","['climbRate', 'Sgz', 'p', 'q', 'curRoll', 'absRoll', 'diffRollRate', 'diffDiffClb', 'SeTime1', 'diffSeTime1', 'alpha']",[-1.400337552648645 -2.0022397833808205],"[0.7677297722230623 1.0 1.0 1.0 0.0 1.0 0.995257268869821
 0.150758973882673 1.0 1.0 0.9358745520751245 0.0 0.0 0.36153127231128496
 0.0 0.09288359913283792 0.0 0.01632647213370876 0.0 0.22035706282629178
 0.0 0.3785463489217713 0.0 0.40348551780190195 1.0 0.2701545016794703 0.0
 0.0 0.1962762306962353 0.154683083107739 0.18032323693855343
 0.2097092669217428 0.0 0.0 0.23287639185158768 0.47760030397127456
 0.23857633843247367 0.05810737196235733 0.5504212819622082 0.0]"
HYB,ailerons,regression,MSE/RMSE,3,120.0,120.77752922773361,13750,40,35,6875,6875,10,0.152669,0.388454,ailerons.csv,"KernelRidge(alpha=0.01656122992906217, gamma=0.007964101564788554, kernel='rbf')","['Sgz', 'p', 'curRoll', 'absRoll', 'diffClb', 'diffRollRate', 'SeTime3', 'SeTime12', 'diffSeTime1', 'diffSeTime2']",[-1.78090741322929 -2.0988632101280578],"[0.0 0.63578341550381 0.9902758017312545 0.0 0.0 1.0 0.8127130685964302
 0.7784158757791582 1.0 0.0 0.12000732190448193 0.02757029238161623 1.0
 0.09654834248786014 0.28969317818754686 0.3982838705244716
 0.14332690968523987 0.0 0.022607002650441733 0.038046615733055116
 0.23703620107966078 0.5100357517326755 0.11465806377947824 0.0
 0.9257657484977976 0.5277337042630802 0.04724991665565706
 0.00367447016353116 0.0 0.08113036677236866 0.0 0.0 0.3121801273435375
 0.0 0.08091595916259436 0.35877518373410716 0.0106319794665442
 0.0020992292742021065 0.48258600932760115 0.49904317857594177]"
HYB,ailerons,regression,MSE/RMSE,4,120.0,121.63692838350931,13750,40,35,6875,6875,14,0.152693,0.389206,ailerons.csv,"KernelRidge(alpha=0.010007814764216054, gamma=0.005439313708817345,
            kernel='rbf')","['Sgz', 'p', 'q', 'curRoll', 'absRoll', 'diffClb', 'diffRollRate', 'diffDiffClb', 'SeTime1', 'SeTime5', 'SeTime8', 'SeTime9', 'diffSeTime1', 'alpha']",[-1.9996607416463026 -2.264455892815756],"[0.04295199766453994 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0
 0.4551346130866982 0.054480488940612276 0.41703472212821524 1.0
 0.17840325081503056 0.21169440704467307 0.6145387635035446 1.0
 0.2866629168225107 0.011268685395519909 0.02303896317285266
 0.06500260432818236 0.1015364970948085 0.7286356967840683 0.0
 0.4654542313112234 0.0 0.13185553618368837 0.06558443048943509
 0.2652809293242255 0.05570629681298437 0.03382643508663311
 0.4495227455057153 0.0 0.0 0.37380410528282365 0.057266372994596526
 0.5766776468384494 0.0]"
HYB,naval_propulsion_plant,regression,MSE/RMSE,0,120.0,57.983656684557594,11934,14,51,5967,5967,6,2e-06,0.001193,naval.csv,"KernelRidge(alpha=1.1245837576956024e-05, gamma=27.826899211912924,
            kernel='rbf')","['ship_speed', 'gas_generator_rate_of_revolutions', 'starboard_propeller_torque', 'gt_compressor_outlet_air_temperature', 'hp_turbine_exit_pressure', 'gt_compressor_outlet_air_pressure']",[-4.949008193273809 1.444464815023128],"[0.0 1.0 0.4239960525727036 0.16868161918902613 1.0 0.5681125730326738
 0.21015163271786444 0.38946385778456116 1.0 0.6024087339393309 1.0
 0.14041703173333592 0.0 0.17938201104782814]"
HYB,naval_propulsion_plant,regression,MSE/RMSE,1,120.0,56.810562924544016,11934,14,51,5967,5967,3,1e-06,0.001194,naval.csv,"KernelRidge(alpha=1.217399266325114e-05, gamma=42.84810142797458, kernel='rbf')","['gas_generator_rate_of_revolutions', 'gt_compressor_outlet_air_temperature', 'gt_compressor_outlet_air_pressure']",[-4.9145669643137895 1.6319315833742398],"[0.0 0.0 0.0 0.0 1.0 0.0 0.24248218180310244 0.24133292213505908
 0.645573178242234 0.0 1.0 0.009176072137861188 0.359515960015272
 0.4709024585572306]"
HYB,naval_propulsion_plant,regression,MSE/RMSE,2,120.0,59.65651434659958,11934,14,51,5967,5967,6,1e-06,0.001167,naval.csv,"KernelRidge(alpha=1e-05, gamma=20.298125379987418, kernel='rbf')","['lever_position', 'gas_generator_rate_of_revolutions', 'port_propeller_torque', 'gt_compressor_outlet_air_temperature', 'hp_turbine_exit_pressure', 'gt_compressor_outlet_air_pressure']",[-5.0 1.3074559307841231],"[0.5339452577107557 0.12735739390232576 0.4128033345697538
 0.43893130320074575 0.6958629781945834 0.0 0.7629957787265087
 0.37438609074474966 0.6699419028487084 0.763239024288803
 0.7996139044150818 0.41745291852752586 0.24921125507560102
 0.4029480726494016]"
HYB,naval_propulsion_plant,regression,MSE/RMSE,3,120.0,56.022450880209604,11934,14,51,5967,5967,5,1e-06,0.001133,naval.csv,"KernelRidge(alpha=1.1733736745075567e-05, gamma=24.946718354103535,
            kernel='rbf')","['gas_turbine_shaft_torque', 'gas_generator_rate_of_revolutions', 'port_propeller_torque', 'gt_compressor_outlet_air_temperature', 'gt_compressor_outlet_air_pressure']",[-4.930563659723194 1.3970134239297434],"[0.003953927707055743 0.1 0.566850400028182 0.0 1.0 0.0 0.753457766189175
 0.3382681252847459 0.9141725989724386 0.05191924017019577 1.0
 0.03547782116284375 0.07208138288571055 0.16979378556078556]"
HYB,naval_propulsion_plant,regression,MSE/RMSE,4,120.0,64.74713536500931,11934,14,51,5967,5967,6,2e-06,0.001188,naval.csv,"KernelRidge(alpha=1.0382877041797638e-05, gamma=14.749641261666708,
            kernel='rbf')","['lever_position', 'ship_speed', 'gas_generator_rate_of_revolutions', 'gt_compressor_outlet_air_temperature', 'hp_turbine_exit_pressure', 'gt_compressor_outlet_air_pressure']",[-4.983682289045536 1.1687814576041324],"[1.0 1.0 0.4715665991808434 0.01006640552017514 1.0 0.45542403914558727
 0.0 0.0 1.0 0.5606197923379094 0.6238487821844934 0.03208632278030825 0.0
 0.2802530030588678]"
HYB,elevators,regression,MSE/RMSE,0,120.0,120.20213485161463,16599,18,61,8299,8300,8,0.094532,0.305852,elevators.csv,"KernelRidge(alpha=0.0005086632329290688, gamma=0.023321221203147214,
            kernel='rbf')","['climbRate', 'p', 'absRoll', 'diffClb', 'diffRollRate', 'SaTime1', 'SaTime3', 'SaTime4']",[-3.2935696528013074 -1.6322487117216933],"[1.0 0.01 1.0 0.4073203555667126 0.2789583111322275 1.0 0.7822899381360331
 1.0 0.3048603371528889 0.6120254722473205 0.47669407672700287 1.0 1.0
 0.4934055395261279 0.10924464043603915 0.3598039674673364
 0.4434952125017659 0.4815580636480689]"
HYB,elevators,regression,MSE/RMSE,1,120.0,122.61316811243692,16599,18,61,8299,8300,10,0.09273,0.302506,elevators.csv,"KernelRidge(alpha=0.0006066710333849098, gamma=0.028657838228121547,
            kernel='rbf')","['climbRate', 'p', 'absRoll', 'diffClb', 'diffRollRate', 'SaTime1', 'SaTime2', 'SaTime3', 'SaTime4', 'Sa']",[-3.2170467407431396 -1.542756573220162],"[1.0 0.0 1.0 0.0 0.0 1.0 1.0 1.0 0.39737084386427035 0.5392776757005345
 0.8947270386897598 1.0 1.0 0.0 0.10922961707412088 0.0 0.1417239882845454
 1.0]"
HYB,elevators,regression,MSE/RMSE,2,120.0,122.72164676586787,16599,18,61,8299,8300,10,0.094292,0.300424,elevators.csv,"KernelRidge(alpha=0.002664095109494607, gamma=0.0327570567313796, kernel='rbf')","['climbRate', 'Sgz', 'p', 'absRoll', 'diffClb', 'diffRollRate', 'SaTime1', 'SaTime2', 'SaTime4', 'Sa']",[-2.5744502747001743 -1.4846951271419295],"[1.0 1.0 1.0 0.0 0.2614142019535665 1.0 0.8795264324211793 1.0
 0.041435375989354074 1.0 1.0 0.013346477615066209 1.0 0.3277001762618341
 0.0 0.24945534484825385 0.0 1.0]"
HYB,elevators,regression,MSE/RMSE,3,120.0,120.91607867876688,16599,18,61,8299,8300,12,0.09538,0.304445,elevators.csv,"KernelRidge(alpha=0.0008037974278448482, gamma=0.01514303160024423,
            kernel='rbf')","['climbRate', 'Sgz', 'p', 'q', 'absRoll', 'diffClb', 'diffRollRate', 'SaTime1', 'SaTime2', 'SaTime3', 'SaTime4', 'Sa']",[-3.09485338788593 -1.8197871713711025],"[1.0 0.9703892544090557 1.0 1.0 0.3009863710355577 0.5199996338205318
 0.5565274617664429 1.0 0.33401940932964863 1.0 1.0 1.0 1.0
 0.4570277732134507 0.0 0.0 0.32433537806016255 0.5200463223074565]"
HYB,elevators,regression,MSE/RMSE,4,120.0,120.74871022701264,16599,18,61,8299,8300,10,0.093343,0.300851,elevators.csv,"KernelRidge(alpha=0.003511961233252043, gamma=0.04513876198767106, kernel='rbf')","['climbRate', 'p', 'absRoll', 'diffClb', 'diffRollRate', 'SaTime1', 'SaTime2', 'SaTime3', 'SaTime4', 'Sa']",[-2.4544502866946485 -1.3454503564079265],"[1.0 0.018122737317428417 1.0 0.0 0.0 1.0 0.9780043446394807
 0.9065993880315096 0.05488302098460189 1.0 1.0 0.6340767899985119
 0.5640743271383541 0.0 0.17693154663591582 0.21435799129558683 0.0
 0.8592597852813488]"
HYB,fifa,regression,MSE/RMSE,0,120.0,121.9020556529363,18063,5,133,9031,9032,2,0.357786,0.584947,fifa.csv,"KernelRidge(alpha=0.010718415779471434, gamma=0.4715275906047544, kernel='rbf')","['age', 'release_clause_eur']",[-1.9698694001914725 -0.32649289020804306],[1.0 0.0 0.3051566938597215 1.0 0.4935459321564433]
HYB,fifa,regression,MSE/RMSE,1,120.0,122.38206046819687,18063,5,133,9031,9032,2,0.357043,0.584475,fifa.csv,"KernelRidge(alpha=0.0029250626019216098, gamma=0.5159469208802748, kernel='rbf')","['age', 'release_clause_eur']",[-2.5338648347516552 -0.28739497502883526],[1.0 0.2058629603791425 0.17507449147935053 1.0 0.0]
HYB,fifa,regression,MSE/RMSE,2,120.0,120.88827136357625,18063,5,133,9031,9032,3,0.365627,0.590301,fifa.csv,"KernelRidge(alpha=0.013783154648452485, gamma=0.2112492259906935, kernel='rbf')","['age', 'release_clause_eur', 'club_joined']",[-1.8606513709902819 -0.6752048736141828],[1.0 0.0 0.23702887709497272 1.0 0.9990688956584326]
HYB,fifa,regression,MSE/RMSE,3,120.0,122.0516084710757,18063,5,133,9031,9032,2,0.357254,0.584785,fifa.csv,"KernelRidge(alpha=0.003479027505155255, gamma=0.4233454603047818, kernel='rbf')","['age', 'release_clause_eur']",[-2.4585421377111834 -0.37330509297311953],"[1.0 0.10592803731245506 0.3716441976945296 0.5579393579606053
 0.2735428664879815]"
HYB,fifa,regression,MSE/RMSE,4,120.0,123.05817770163218,18063,5,133,9031,9032,2,0.357094,0.584666,fifa.csv,"KernelRidge(alpha=0.00308933596422989, gamma=0.46919367792254857, kernel='rbf')","['age', 'release_clause_eur']",[-2.510134859753849 -0.3286478483507307],[1.0 0.0 0.0 0.9232058266970098 0.40357362686154186]
HYB,avocado_sales,regression,MSE/RMSE,0,120.0,121.60263933738072,18249,67,259,9124,9125,57,0.149506,0.35962,avocado.csv,"KernelRidge(alpha=0.0015506849769504132, gamma=0.2622859460124858, kernel='rbf')","['Total Volume', '4046', '4225', '4770', 'Total Bags', 'Small Bags', 'Large Bags', 'type_organic', 'year', 'region_Albany', 'region_Atlanta', 'region_BaltimoreWashington', 'region_Boise', 'region_Boston', 'region_California', 'region_Charlotte', 'region_CincinnatiDayton', 'region_Columbus', 'region_DallasFtWorth', 'region_Denver', 'region_Detroit', 'region_GrandRapids', 'region_GreatLakes', 'region_HarrisburgScranton', 'region_HartfordSpringfield', 'region_Houston', 'region_Indianapolis', 'region_LasVegas', 'region_Louisville', 'region_MiamiFtLauderdale', 'region_Nashville', 'region_NewOrleansMobile', 'region_NewYork', 'region_Northeast', 'region_NorthernNewEngland', 'region_Philadelphia', 'region_PhoenixTucson', 'region_Pittsburgh', 'region_Plains', 'region_Portland', 'region_RaleighGreensboro', 'region_RichmondNorfolk', 'region_Roanoke', 'region_Sacramento', 'region_SanFrancisco', 'region_Seattle', 'region_SouthCarolina', 'region_SouthCentral', 'region_Southeast', 'region_Spokane', 'region_StLouis', 'region_Syracuse', 'region_Tampa', 'region_TotalUS', 'region_West', 'region_WestTexNewMexico', 'month']",[-2.809476420540996 -0.5812249794544275],"[1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.9826120870190089 1.0 1.0
 0.5865397461112456 0.7015804665098401 1.0 0.5712947855554704 0.0
 0.715840691309129 1.0 0.006286723364469795 0.5388854510131303 1.0 1.0 1.0
 1.0 0.9974727880050634 0.7242984049376686 1.0 1.0 0.9781078303095215 1.0
 0.0 1.0 0.0 0.931590627546453 1.0 0.0 1.0 1.0 1.0 0.7340286799731528
 0.7900906125705874 0.09109819732565345 1.0 0.6558185200272696 1.0
 0.6695365177317699 1.0 1.0 1.0 1.0 1.0 0.08716253972989009 1.0
 0.994311429537444 1.0 1.0 1.0 1.0 1.0 1.0 0.6016959775634079 1.0 1.0 1.0
 1.0 0.11362918856329807]"
HYB,avocado_sales,regression,MSE/RMSE,1,120.0,122.77662189006806,18249,67,259,9124,9125,53,0.156645,0.391818,avocado.csv,"KernelRidge(alpha=0.005731064422416443, gamma=0.4175482620893772, kernel='rbf')","['4046', '4225', 'Total Bags', 'Large Bags', 'type_conventional', 'type_organic', 'year', 'region_Albany', 'region_Atlanta', 'region_BaltimoreWashington', 'region_BuffaloRochester', 'region_California', 'region_CincinnatiDayton', 'region_Columbus', 'region_DallasFtWorth', 'region_Denver', 'region_Detroit', 'region_GrandRapids', 'region_GreatLakes', 'region_HarrisburgScranton', 'region_HartfordSpringfield', 'region_Houston', 'region_Indianapolis', 'region_Jacksonville', 'region_LasVegas', 'region_LosAngeles', 'region_Louisville', 'region_MiamiFtLauderdale', 'region_Midsouth', 'region_NewYork', 'region_Northeast', 'region_NorthernNewEngland', 'region_Orlando', 'region_PhoenixTucson', 'region_Pittsburgh', 'region_Plains', 'region_Portland', 'region_RaleighGreensboro', 'region_RichmondNorfolk', 'region_Roanoke', 'region_Sacramento', 'region_SanDiego', 'region_SanFrancisco', 'region_Seattle', 'region_SouthCarolina', 'region_SouthCentral', 'region_Southeast', 'region_StLouis', 'region_Tampa', 'region_TotalUS', 'region_West', 'region_WestTexNewMexico', 'month']",[-2.2417647096468185 -0.37929331958700857],"[0.2419841939557004 1.0 1.0 0.45244703936543096 0.9739047475040119
 0.4493675480133335 1.0 0.3136200837676415 0.9387118371438512 1.0 1.0 1.0
 1.0 0.8961503602511239 0.0 0.0 1.0 1.0 0.45644215546291034 0.0 1.0 1.0
 1.0 0.6706322764755899 0.5350189387303117 1.0 1.0 1.0 1.0
 0.5136932904057738 0.5708829606402174 1.0 1.0 1.0 0.9198826494845679 1.0
 1.0 0.3442660118598431 0.0 1.0 1.0 0.8028513511557241 1.0 0.0
 0.6420763111554276 1.0 0.7886389855958472 1.0 1.0 1.0 0.8016388525961972
 1.0 1.0 1.0 1.0 0.5234249776728059 1.0 1.0 0.11581634667896411 1.0 0.0
 0.8773868724883531 0.7469954856344969 1.0 1.0 1.0 0.0680650763664104]"
HYB,avocado_sales,regression,MSE/RMSE,2,120.0,120.84658281803131,18249,67,259,9124,9125,56,0.147222,0.36264,avocado.csv,"KernelRidge(alpha=0.0004136895655534736, gamma=0.14724738412453692,
            kernel='rbf')","['Total Volume', '4046', 'Total Bags', 'Large Bags', 'XLarge Bags', 'type_conventional', 'type_organic', 'year', 'region_Albany', 'region_Atlanta', 'region_BaltimoreWashington', 'region_Boise', 'region_Boston', 'region_BuffaloRochester', 'region_California', 'region_Charlotte', 'region_Chicago', 'region_CincinnatiDayton', 'region_Columbus', 'region_DallasFtWorth', 'region_Denver', 'region_GreatLakes', 'region_HartfordSpringfield', 'region_Houston', 'region_Jacksonville', 'region_LasVegas', 'region_LosAngeles', 'region_MiamiFtLauderdale', 'region_Midsouth', 'region_Nashville', 'region_NewYork', 'region_Northeast', 'region_NorthernNewEngland', 'region_Orlando', 'region_Philadelphia', 'region_PhoenixTucson', 'region_Pittsburgh', 'region_Plains', 'region_Portland', 'region_RaleighGreensboro', 'region_RichmondNorfolk', 'region_Roanoke', 'region_Sacramento', 'region_SanDiego', 'region_SanFrancisco', 'region_Seattle', 'region_SouthCarolina', 'region_SouthCentral', 'region_Southeast', 'region_Spokane', 'region_Syracuse', 'region_Tampa', 'region_TotalUS', 'region_West', 'region_WestTexNewMexico', 'month']",[-3.3833254331284133 -0.8319524117895538],"[1.0 0.5907504814057983 0.015268325641355336 0.0 1.0 0.06147875565875292
 1.0 1.0 1.0 0.6903014084102426 1.0 1.0 0.5591427753097367
 0.6712742909982531 1.0 0.77891752491049 1.0 1.0 1.0 1.0 1.0 1.0 1.0
 0.6460055861608157 0.0 0.0 0.6866008360354151 0.0 0.7493933505351481 1.0
 0.0 1.0 1.0 1.0 0.07692497633068848 0.6587923133399273 1.0
 0.605516061184336 0.2933667547766186 0.7388899730779271 1.0 1.0 1.0 1.0
 1.0 0.6606335661486747 1.0 1.0 0.9872027332718339 1.0 1.0 1.0 1.0
 0.9997255165211973 1.0 1.0 1.0 1.0 1.0 0.0 0.650138081324378
 0.7444644277332654 1.0 0.8541605351904102 1.0 1.0 0.4419605409785262]"
HYB,avocado_sales,regression,MSE/RMSE,3,120.0,121.95136224031448,18249,67,259,9124,9125,51,0.156473,0.383154,avocado.csv,"KernelRidge(alpha=7.30096515743849e-05, gamma=0.10377164384336426, kernel='rbf')","['Total Volume', '4225', 'Small Bags', 'Large Bags', 'type_conventional', 'type_organic', 'year', 'region_Albany', 'region_Atlanta', 'region_BaltimoreWashington', 'region_Boise', 'region_Boston', 'region_BuffaloRochester', 'region_California', 'region_Chicago', 'region_CincinnatiDayton', 'region_Columbus', 'region_DallasFtWorth', 'region_Denver', 'region_Detroit', 'region_GrandRapids', 'region_HarrisburgScranton', 'region_HartfordSpringfield', 'region_Houston', 'region_Indianapolis', 'region_LasVegas', 'region_Louisville', 'region_MiamiFtLauderdale', 'region_Nashville', 'region_NewOrleansMobile', 'region_NewYork', 'region_Northeast', 'region_NorthernNewEngland', 'region_PhoenixTucson', 'region_Pittsburgh', 'region_RaleighGreensboro', 'region_RichmondNorfolk', 'region_Roanoke', 'region_Sacramento', 'region_SanDiego', 'region_SanFrancisco', 'region_Seattle', 'region_SouthCarolina', 'region_SouthCentral', 'region_Southeast', 'region_Spokane', 'region_StLouis', 'region_Syracuse', 'region_TotalUS', 'region_West', 'month']",[-4.136619724147667 -0.9839213035661818],"[1.0 0.4563415677805025 1.0 0.4209439781992148 0.0 1.0 1.0 0.0 1.0 1.0
 0.9292253872228303 0.9951622325862048 1.0 1.0 0.5104078949884521
 0.9020469019705285 0.762458075729323 1.0 0.036023289774727324
 0.971926893682153 0.7132128563706606 1.0 1.0 1.0 1.0 1.0 0.0
 0.6040129161937677 0.6739040884757957 1.0 1.0 0.3175377588287362 1.0
 0.2539562354132124 1.0 1.0 0.45838130736780136 1.0 1.0 1.0 1.0
 0.5159786692203605 0.15210110029415777 0.1359825807561702 1.0 1.0
 0.24610338040025803 0.0301286754026497 0.9813328366495776 1.0 1.0 1.0 1.0
 1.0 0.8143707472389904 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0
 0.4353071214503192 1.0 0.0]"
HYB,avocado_sales,regression,MSE/RMSE,4,120.0,121.1033133506775,18249,67,259,9124,9125,59,0.140424,0.352046,avocado.csv,"KernelRidge(alpha=0.0010330686574361854, gamma=0.4158244767547482, kernel='rbf')","['Total Volume', '4046', '4225', 'Total Bags', 'Small Bags', 'Large Bags', 'type_conventional', 'type_organic', 'year', 'region_BaltimoreWashington', 'region_Boise', 'region_Boston', 'region_BuffaloRochester', 'region_California', 'region_Charlotte', 'region_Chicago', 'region_CincinnatiDayton', 'region_Columbus', 'region_DallasFtWorth', 'region_Denver', 'region_Detroit', 'region_GrandRapids', 'region_HartfordSpringfield', 'region_Houston', 'region_Indianapolis', 'region_Jacksonville', 'region_LasVegas', 'region_LosAngeles', 'region_Louisville', 'region_MiamiFtLauderdale', 'region_Midsouth', 'region_Nashville', 'region_NewYork', 'region_Northeast', 'region_NorthernNewEngland', 'region_Orlando', 'region_Philadelphia', 'region_PhoenixTucson', 'region_Pittsburgh', 'region_Plains', 'region_Portland', 'region_RaleighGreensboro', 'region_RichmondNorfolk', 'region_Roanoke', 'region_Sacramento', 'region_SanDiego', 'region_SanFrancisco', 'region_Seattle', 'region_SouthCarolina', 'region_SouthCentral', 'region_Southeast', 'region_Spokane', 'region_StLouis', 'region_Syracuse', 'region_Tampa', 'region_TotalUS', 'region_West', 'region_WestTexNewMexico', 'month']",[-2.985870814438925 -0.38108995029398074],"[1.0 0.858762324334725 1.0 0.12474833648691311 1.0 1.0 1.0
 0.44553489339194313 1.0 0.6854466347366566 1.0 0.0 0.09117509697371645
 0.5008154024880834 0.5392701340883773 0.9397327323060614
 0.9786543265796441 0.6553425767345917 0.8616959740911941 1.0
 0.5970052923747609 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.8084668798021425 1.0 1.0
 1.0 0.6482442630891834 1.0 1.0 1.0 1.0 1.0 0.33634258027250924
 0.784080535102517 0.7141833483088954 1.0 1.0 0.5198960296330432 1.0 1.0
 0.7394519436869857 0.601333157707661 0.6397885162950304
 0.5646146135487253 1.0 0.6909190045986274 0.7404897815761959
 0.9339176335327409 0.8150040131048876 1.0 1.0 0.7106325538668176
 0.7664201175797821 0.8225562078849397 0.8374386107608944
 0.8691207845540435 1.0 1.0 1.0 1.0 0.0]"
HYB,mtp,regression,MSE/RMSE,0,120.0,59.61909478902817,4450,202,800,2225,2225,63,0.416059,0.688269,mtp.csv,"KernelRidge(alpha=0.08404037849764631, gamma=0.005315587418347858, kernel='rbf')","['oz1', 'oz2', 'oz3', 'oz4', 'oz8', 'oz12', 'oz13', 'oz15', 'oz22', 'oz26', 'oz27', 'oz33', 'oz35', 'oz36', 'oz38', 'oz44', 'oz47', 'oz49', 'oz55', 'oz56', 'oz57', 'oz64', 'oz66', 'oz70', 'oz71', 'oz78', 'oz84', 'oz89', 'oz95', 'oz100', 'oz104', 'oz107', 'oz109', 'oz112', 'oz115', 'oz117', 'oz118', 'oz120', 'oz122', 'oz125', 'oz126', 'oz127', 'oz130', 'oz131', 'oz138', 'oz139', 'oz140', 'oz141', 'oz142', 'oz144', 'oz151', 'oz152', 'oz155', 'oz158', 'oz161', 'oz164', 'oz169', 'oz172', 'oz185', 'oz186', 'oz196', 'oz199', 'oz201']",[-1.0755120003038166 -2.2744487351951617],"[0.9015092384892601 0.999827195915091 0.6777405794230555
 0.9334839739411422 0.1948352900050935 0.0 0.38187029188628063 1.0
 0.45752396928413086 0.2348146091925601 0.3141129103586465
 0.9036938239354143 0.6869907692033761 0.26386655865350944 1.0 0.0
 0.18124624346618587 0.19654503536633738 0.3926309151168791
 0.19879068148606446 0.19629047242914982 0.8551832007616789 0.0
 0.24071063818091612 0.0 0.925489265850153 0.9397406069068382 0.0
 0.444245682170343 0.22578274518656133 0.30284306883954637
 0.007740419699902062 0.6160263082699795 0.3497238686084398
 0.6523571421964816 0.9666861374033003 0.01698130986197531 1.0
 0.4796575675716086 0.29768655131512933 0.24349809624028
 0.12827883178783964 0.0 0.994906904957572 0.18058385563500315 0.0 1.0
 0.002965266261568381 0.8675078426139329 0.3837620876459473
 0.4998506204524588 0.0686055302705307 0.023189926827409713
 0.00841897534991876 0.97946129332691 0.733532139900474 0.5819352023779439
 0.25546165841696633 0.40803829649285733 0.14744600385050202
 0.11419576049168276 0.35863463345006985 0.3412540467092464 1.0
 0.027455112507900916 0.8917810489719611 0.19296081025428935
 0.34096559099295165 0.03553375046268778 0.741702944127011
 0.8462693615857599 0.4927657259938792 0.43146797412681087
 0.3795099043221859 0.2921901218491059 0.0 0.0 0.8180237265426192
 0.39337264993752813 0.2876672862665911 0.28600895593867476
 0.13311003799360732 0.2800609468226934 1.0 0.2616341023249397 0.0
 0.19936211977672536 0.018792828639919996 0.823396001974337
 0.37140647537960914 0.003887670516194823 0.0001278122190586322
 0.2681761625427698 0.0 0.9705626515656797 0.43681151875986984
 0.04807448021275044 0.02522559884449607 0.2786490107683859
 0.9996280892568414 0.01800871717414251 0.3715675654316133
 0.05471382867280691 0.6697341111063001 0.07167420819766798
 0.44349783360766093 0.5716187860207214 0.0029102392084639555
 0.999440171629735 0.20925731463201883 0.3364054217561014 1.0 0.0
 0.2471890184164443 0.7467632085963107 0.3696211659423946 1.0
 0.9982029513470377 0.2395710417716789 0.7060572935309674
 0.058591478721178106 0.9893508396355929 0.0 0.39247904366335945
 0.9741867628701317 1.0 0.9682692302784592 0.18657561894447505
 0.35797568438611777 0.8703636349395053 0.6239611510845289
 0.009589752584990105 0.11360386286195348 0.2865915642984763
 0.00044148052498400804 0.08431553294477653 0.0 0.5846079251248054
 0.9790838249722542 1.0 0.7917246447083008 0.7800348962776915
 0.08543925163501262 0.6997920369963329 0.3310791297331581
 0.05078724218282512 0.08626438072446707 0.0039637878306832686
 0.02544024764193316 0.3975592880376819 1.0 0.9983545242263008
 0.20180107179943205 0.03540505765062281 0.9825193847600997 0.0
 7.395960818354689e-05 0.5549685101220352 0.006910205284342642
 0.15177660140743418 0.5646709482194123 0.22842599698857277
 0.29995456369856954 0.8031526823944116 0.18055656767322062
 0.17221268665654735 0.12218761710606688 0.31862115009470904
 0.9602844931250416 0.052740710780390825 0.43312741025146423
 0.9972030337255824 0.09646665761879182 0.27971847513592507
 0.10433834284259864 0.10523356622316936 0.030283223139229987
 0.40302964725345747 0.1076216535360273 0.16265712945747482
 0.2870221211009829 0.0 0.0 0.014406435534433047 0.6664221207999567
 0.9965776116661836 0.46179983223434307 0.06518161866622466
 0.2807782061723217 0.14395105173313272 0.053013051044694004
 0.48233494585356945 0.040561004919919104 0.45780587365623426
 0.05966629852034167 0.6890292637306855 0.14127161483932793
 0.025068952383375816 0.6689799197630255 0.004812645636415862
 0.9710729288426193 0.2831680473073749]"
